"start" "end" "width" "strand" "gene"
"2666" 2884084 2884518 435 "+" "SCO2652"
"2667" 2884761 2885426 666 "+" "SCO2653"
"2668" 2885483 2886067 585 "+" "SCO2654"
"2669" 2886105 2886641 537 "-" "SCO2655"
"2670" 2886859 2888085 1227 "+" "SCO2656"
"2671" 2888297 2889526 1230 "+" "SCO2657"
"2672" 2889601 2890938 1338 "+" "SCO2658"
"2673" 2890945 2891889 945 "+" "SCO2659"
"2674" 2891886 2892797 912 "+" "SCO2660"
"2675" 2892805 2894070 1266 "+" "SCO2661"
"2676" 2894115 2895032 918 "+" "SCO2662"
"2677" 2895262 2896551 1290 "+" "SCO2663"
"2678" 2896634 2897692 1059 "+" "SCO2664"
"2679" 2897763 2899097 1335 "+" "SCO2665"
"2680" 2899173 2901884 2712 "+" "SCO2666"
"2681" 2901888 2903336 1449 "+" "SCO2667"
"2682" 2903439 2904797 1359 "+" "SCO2668"
"2683" 2904844 2906658 1815 "+" "SCO2669"
"2684" 2906677 2907651 975 "-" "SCO2670"
"2685" 2907738 2908151 414 "+" "SCO2671"
"2686" 2908366 2911707 3342 "+" "SCO2672"
"2687" 2911856 2914579 2724 "+" "SCO2673"
"2688" 2914632 2915591 960 "+" "SCO2674"
"2689" 2915616 2916332 717 "-" "SCO2675"
"2690" 2916335 2916745 411 "-" "SCO2676"
"2691" 2916748 2918391 1644 "-" "SCO2677"
"2692" 2918653 2919168 516 "+" "SCO2678"
"2693" 2919307 2919678 372 "-" "SCO2679"
"2694" 2922880 2924292 1413 "-" "SCO2682"
"2695" 2924515 2924985 471 "-" "SCO2683"
"2696" 2925258 2927738 2481 "-" "SCO2684"
"2697" 2927742 2929349 1608 "-" "SCO2685"
"2698" 2929823 2930839 1017 "-" "SCO2686"
"2699" 2931148 2931792 645 "+" "SCO2687"
"2700" 2931848 2932993 1146 "+" "SCO2688"
"2701" 2932990 2934117 1128 "+" "SCO2689"
"2702" 2934114 2935478 1365 "+" "SCO2690"
"2703" 2935475 2936632 1158 "+" "SCO2691"
"2704" 2936812 2938692 1881 "+" "SCO2692"
"2705" 2938689 2939690 1002 "+" "SCO2693"
"2706" 2939719 2940261 543 "+" "SCO2694"
"2707" 2940382 2941152 771 "+" "SCO2695"
"2708" 2941209 2942201 993 "+" "SCO2696"
"2709" 2942208 2942786 579 "-" "SCO2697"
"2710" 2942785 2942904 120 "+" "SCO2698"
"2711" 2943092 2943364 273 "+" "SCO2699"
"2712" 2943456 2944322 867 "-" "SCO2700"
"2713" 2944306 2944875 570 "-" "SCO2701"
"2714" 2944995 2945510 516 "-" "SCO2702"
"2715" 2945615 2945917 303 "-" "SCO2703"
"2716" 2946094 2946828 735 "-" "SCO2704"
"2717" 2947104 2947370 267 "-" "SCO2705"
"2718" 2947584 2948894 1311 "+" "SCO2706"
"2719" 2948891 2950345 1455 "+" "SCO2707"
"2720" 2950351 2951667 1317 "+" "SCO2708"
"2721" 2952033 2953604 1572 "+" "SCO2709"
"2722" 2953648 2954337 690 "+" "SCO2710"
"2723" 2954348 2955550 1203 "+" "SCO2711"
"2724" 2955547 2956266 720 "+" "SCO2712"
"2725" 2956263 2957411 1149 "+" "SCO2713"
"2726" 2957449 2958636 1188 "-" "SCO2714"
"2727" 2958781 2960079 1299 "+" "SCO2715"
"2728" 2960170 2960928 759 "-" "SCO2716"
"2729" 2961104 2961331 228 "-" "SCO2717"
"2730" 2961619 2962014 396 "-" "SCO2718"
"2731" 2962235 2962678 444 "+" "SCO2719"
"2732" 2962767 2964695 1929 "-" "SCO2720"
"2733" 2964860 2966458 1599 "-" "SCO2721"
"2734" 2966690 2967589 900 "-" "SCO2722"
"2735" 2967586 2970186 2601 "-" "SCO2723"
"2736" 2970454 2971884 1431 "-" "SCO2724"
"2737" 2972229 2973086 858 "+" "SCO2725"
"2738" 2973144 2974646 1503 "-" "SCO2726"
"2739" 2974661 2975038 378 "-" "SCO2727"
"2740" 2975219 2975617 399 "+" "SCO2728"
"2741" 2975704 2976312 609 "+" "SCO2729"
"2742" 2976325 2976630 306 "+" "SCO2730"
"2743" 2976666 2978948 2283 "+" "SCO2731"
"2744" 2978987 2979586 600 "-" "SCO2732"
"2745" 2979583 2980422 840 "-" "SCO2733"
"2746" 2980558 2981592 1035 "+" "SCO2734"
"2747" 2981644 2982126 483 "+" "SCO2735"
"2748" 2982769 2984058 1290 "-" "SCO2736"
"2749" 2984296 2986557 2262 "-" "SCO2737"
"2750" 2986705 2986902 198 "-" "SCO2738"
"2751" 2986899 2987096 198 "-" "SCO2739"
"2752" 2987168 2987528 361 "+" "SCO2740"
"2753" 2987625 2988134 510 "+" "SCO2741"
"2754" 2988198 2989145 948 "-" "SCO2742"
"2755" 2989276 2989761 486 "+" "SCO2743"
"2756" 2989772 2990122 351 "-" "SCO2744"
"2757" 2990408 2991451 1044 "+" "SCO2745"
"2758" 2991448 2993001 1554 "+" "SCO2746"
"2759" 2992991 2994946 1956 "+" "SCO2747"
"2760" 2994994 2995914 921 "+" "SCO2748"
"2761" 2995911 2996300 390 "+" "SCO2749"
"2762" 2996489 2997352 864 "-" "SCO2750"
"2763" 2997349 2998515 1167 "-" "SCO2751"
"2764" 2998512 2999648 1137 "-" "SCO2752"
"2765" 2999879 3000925 1047 "+" "SCO2753"
"2766" 3001125 3001931 807 "+" "SCO2754"
"2767" 3001915 3002577 663 "-" "SCO2755"
"2768" 3002574 3003509 936 "-" "SCO2756"
"2769" 3003658 3004599 942 "+" "SCO2757"
"2770" 3004794 3006641 1848 "+" "SCO2758"
"2771" 3006815 3008032 1218 "-" "SCO2759"
"2772" 3008299 3008949 651 "+" "SCO2760"
"2773" 3008987 3010411 1425 "-" "SCO2761"
"2774" 3010475 3010867 393 "-" "SCO2762"
"2775" 3010977 3014708 3732 "-" "SCO2763"
"2776" 3014808 3015818 1011 "-" "SCO2764"
"2777" 3015897 3016268 372 "+" "SCO2765"
"2778" 3016395 3017255 861 "+" "SCO2766"
"2779" 3017260 3019491 2232 "-" "SCO2767"
"2780" 3019488 3019907 420 "-" "SCO2768"
"2781" 3019967 3021661 1695 "-" "SCO2769"
"2782" 3021658 3022626 969 "-" "SCO2770"
"2783" 3022836 3023624 789 "+" "SCO2771"
"2784" 3023634 3024614 981 "-" "SCO2772"
"2785" 3024620 3025492 873 "-" "SCO2773"
"2786" 3025503 3026660 1158 "-" "SCO2774"
"2787" 3026790 3027416 627 "-" "SCO2775"
"2788" 3027514 3029130 1617 "+" "SCO2776"
"2789" 3029169 3031109 1941 "+" "SCO2777"
"2790" 3031106 3032059 954 "+" "SCO2778"
"2791" 3032065 3033225 1161 "+" "SCO2779"
"2792" 3033355 3034404 1050 "+" "SCO2780"
"2793" 3034632 3035477 846 "+" "SCO2781"
"2794" 3035641 3037083 1443 "+" "SCO2782"
"2795" 3037106 3038347 1242 "+" "SCO2783"
"2796" 3038344 3038898 555 "+" "SCO2784"
"2797" 3038895 3040682 1788 "+" "SCO2785"
"2798" 3040752 3042359 1608 "-" "SCO2786"
"2799" 3042474 3043370 897 "+" "SCO2787"
"2800" 3043459 3043716 258 "+" "SCO2788"
"2801" 3043786 3045603 1818 "+" "SCO2789"
"2802" 3045619 3046146 528 "-" "SCO2790"
"2803" 3046452 3046763 312 "-" "SCO2791"
"2804" 3047135 3048331 1197 "+" "SCO2792"
"2805" 3047807 3047809 3 "+" "none"
"2806" 3048673 3049275 603 "+" "SCO2793"
"2807" 3049837 3050892 1056 "-" "SCO2794"
"2808" 3051258 3052583 1326 "+" "SCO2795"
"2809" 3052589 3053602 1014 "+" "SCO2796"
"2810" 3053615 3054526 912 "+" "SCO2797"
"2811" 3054670 3056109 1440 "+" "SCO2798"
"2812" 3056184 3057653 1470 "-" "SCO2799"
"2813" 3057814 3059226 1413 "-" "SCO2800"
"2814" 3059223 3059936 714 "-" "SCO2801"
"2815" 3060038 3060619 582 "+" "SCO2802"
"2816" 3060648 3061517 870 "-" "SCO2803"
"2817" 3061566 3061961 396 "-" "SCO2804"
"2818" 3062230 3063669 1440 "+" "SCO2805"
"2819" 3063968 3064564 597 "-" "SCO2806"
"2820" 3064780 3065769 990 "+" "SCO2807"
"2821" 3065876 3066904 1029 "+" "SCO2808"
"2822" 3066931 3068574 1644 "+" "SCO2809"
"2823" 3068571 3069932 1362 "+" "SCO2810"
"2824" 3070230 3070556 327 "-" "SCO2811"
"2825" 3070648 3071898 1251 "+" "SCO2812"
"2826" 3071960 3072526 567 "+" "SCO2813"
"2827" 3072689 3073546 858 "-" "SCO2814"
"2828" 3073580 3074278 699 "+" "SCO2815"
"2829" 3074377 3075477 1101 "+" "SCO2816"
"2830" 3075453 3077357 1905 "-" "SCO2817"
"2831" 3077642 3078952 1311 "+" "SCO2818"
"2832" 3079189 3079803 615 "-" "SCO2819"
"2833" 3079945 3080292 348 "-" "SCO2820"
"2834" 3080444 3082009 1566 "-" "SCO2821"
"2835" 3082430 3083161 732 "-" "SCO2822"
"2836" 3083158 3084060 903 "-" "SCO2823"
"2837" 3084248 3085231 984 "+" "SCO2824"
"2838" 3085268 3086671 1404 "+" "SCO2825"
"2839" 3086692 3087165 474 "+" "SCO2826"
"2840" 3087146 3087649 504 "-" "SCO2827"
"2841" 3087748 3088677 930 "+" "SCO2828"
"2842" 3088674 3089375 702 "+" "SCO2829"
"2843" 3089372 3090022 651 "+" "SCO2830"
"2844" 3090012 3090797 786 "+" "SCO2831"
"2845" 3090880 3091737 858 "+" "SCO2832"
"2846" 3091946 3092551 606 "-" "SCO2833"
"2847" 3092672 3093823 1152 "-" "SCO2834"
"2848" 3093880 3094941 1062 "-" "SCO2835"
"2849" 3095506 3097467 1962 "+" "SCO2836"
"2850" 3097464 3099401 1938 "+" "SCO2837"
"2851" 3099502 3100500 999 "-" "SCO2838"
"2852" 3100609 3101196 588 "-" "SCO2839"
"2853" 3101313 3102206 894 "+" "SCO2840"
"2854" 3102196 3102936 741 "-" "SCO2841"
"2855" 3102939 3103493 555 "-" "SCO2842"
"2856" 3103597 3104376 780 "-" "SCO2843"
"2857" 3104452 3104547 96 "-" "SCO2844"
"2858" 3104547 3104891 345 "-" "SCO2845"
"2859" 3105013 3106233 1221 "-" "SCO2846"
"2860" 3106290 3107372 1083 "+" "SCO2847"
"2861" 3107369 3107845 477 "+" "SCO2848"
"2862" 3107953 3108825 873 "+" "SCO2849"
"2863" 3109095 3109952 858 "-" "SCO2850"
"2864" 3110120 3110833 714 "-" "SCO2851"
"2865" 3110947 3111282 336 "-" "SCO2852"
"2866" 3111340 3111894 555 "-" "SCO2853"
"2867" 3111998 3113431 1434 "+" "SCO2854"
"2868" 3113643 3114659 1017 "+" "SCO2855"
"2869" 3114765 3115223 459 "+" "SCO2856"
"2870" 3115344 3115688 345 "-" "SCO2857"
"2871" 3115703 3115960 258 "-" "SCO2858"
"2872" 3115957 3116334 378 "-" "SCO2859"
"2873" 3116521 3116931 411 "-" "SCO2860"
"2874" 3117159 3117881 723 "+" "SCO2861"
"2875" 3117978 3118211 234 "-" "SCO2862"
"2876" 3118362 3121199 2838 "+" "SCO2863"
"2877" 3122091 3122933 843 "+" "SCO2865"
"2878" 3123223 3123477 255 "+" "SCO2866"
"2879" 3123679 3123906 228 "+" "SCO2867"
"2880" 3123914 3124393 480 "+" "SCO2868"
"2881" 3124417 3125262 846 "+" "SCO2869"
"2882" 3125334 3125630 297 "+" "SCO2870"
"2883" 3125634 3126614 981 "+" "SCO2871"
"2884" 3126611 3127843 1233 "+" "SCO2872"
"2885" 3127894 3128439 546 "-" "SCO2873"
"2886" 3128619 3129590 972 "-" "SCO2874"
"2887" 3129670 3130077 408 "+" "SCO2875"
"2888" 3130105 3130731 627 "+" "SCO2876"
"2889" 3130825 3131211 387 "+" "SCO2877"
"2890" 3131350 3133899 2550 "+" "SCO2878"
"2891" 3134618 3136273 1656 "+" "SCO2879"
"2892" 3136276 3136698 423 "+" "SCO2880"
"2893" 3136695 3137048 354 "+" "SCO2881"
"2894" 3137116 3137664 549 "+" "SCO2882"
"2895" 3137661 3138893 1233 "+" "SCO2883"
"2896" 3138905 3140131 1227 "+" "SCO2884"
"2897" 3140184 3140657 474 "-" "SCO2885"
"2898" 3140760 3141644 885 "-" "SCO2886"
"2899" 3141805 3142107 303 "+" "SCO2887"
"2900" 3142123 3142482 360 "-" "SCO2888"
"2901" 3142528 3144042 1515 "-" "SCO2889"
"2902" 3144126 3145338 1213 "-" "SCO2890"
"2903" 3145726 3147090 1365 "+" "SCO2892"
"2904" 3147118 3147951 834 "-" "SCO2893"
"2905" 3147985 3149049 1065 "-" "SCO2894"
"2906" 3149058 3149945 888 "-" "SCO2895"
"2907" 3149938 3150744 807 "-" "SCO2896"
"2908" 3151125 3153395 2271 "+" "SCO2897"
"2909" 3153389 3153709 321 "-" "SCO2898"
"2910" 3153870 3154226 357 "-" "SCO2899"
"2911" 3154250 3154582 333 "-" "SCO2900"
"2912" 3154677 3155144 468 "+" "SCO2901"
"2913" 3155290 3155892 603 "-" "SCO2902"
"2914" 3155939 3156343 405 "-" "SCO2903"
"2915" 3156501 3157238 738 "-" "SCO2904"
"2916" 3157315 3157548 234 "-" "SCO2905"
"2917" 3157707 3159002 1296 "+" "SCO2906"
"2918" 3159229 3160479 1251 "+" "SCO2907"
"2919" 3160574 3161326 753 "-" "SCO2908"
"2920" 3161531 3161698 168 "+" "SCO2909"
"2921" 3161747 3162697 951 "-" "SCO2910"
"2922" 3162704 3162982 279 "-" "SCO2911"
"2923" 3163082 3163225 144 "-" "SCO2912"
"2924" 3163257 3163679 423 "-" "SCO2913"
"2925" 3163847 3165274 1428 "-" "SCO2914"
"2926" 3165626 3166234 609 "-" "SCO2915"
"2927" 3166288 3166605 318 "-" "SCO2916"
"2928" 3166796 3168142 1347 "+" "SCO2917"
"2929" 3168248 3168835 588 "+" "SCO2918"
"2930" 3168848 3169192 345 "-" "SCO2919"
"2931" 3169339 3171684 2346 "-" "SCO2920"
"2932" 3172118 3172417 300 "+" "SCO2921"
"2933" 3172431 3172877 447 "-" "SCO2922"
"2934" 3173314 3173988 675 "-" "SCO2923"
"2935" 3175140 3175568 429 "+" "SCO2924"
"2936" 3175582 3177048 1467 "-" "SCO2925"
"2937" 3177221 3178576 1356 "+" "SCO2926"
"2938" 3178620 3179765 1146 "-" "SCO2927"
"2939" 3179891 3180382 492 "+" "SCO2928"
"2940" 3180504 3181553 1050 "-" "SCO2929"
"2941" 3181757 3182404 648 "+" "SCO2930"
"2942" 3182412 3183686 1275 "+" "SCO2931"
"2943" 3183683 3184555 873 "+" "SCO2932"
"2944" 3184552 3185520 969 "+" "SCO2933"
"2945" 3185545 3186324 780 "-" "SCO2934"
"2946" 3186380 3187042 663 "-" "SCO2935"
"2947" 3187344 3189140 1797 "-" "SCO2936"
"2948" 3189296 3190747 1452 "-" "SCO2937"
"2949" 3191138 3192148 1011 "+" "SCO2938"
"2950" 3192115 3192897 783 "-" "SCO2939"
"2951" 3192991 3195312 2322 "-" "SCO2940"
"2952" 3195309 3197630 2322 "-" "SCO2941"
"2953" 3197627 3198547 921 "-" "SCO2942"
"2954" 3198763 3200400 1638 "-" "SCO2943"
"2955" 3200405 3201250 846 "-" "SCO2944"
"2956" 3201247 3202197 951 "-" "SCO2945"
"2957" 3202209 3203507 1299 "-" "SCO2946"
"2958" 3203751 3204044 294 "-" "SCO2947"
"2959" 3204066 3204647 582 "-" "SCO2948"
"2960" 3204872 3206218 1347 "+" "SCO2949"
"2961" 3206403 3206684 282 "-" "SCO2950"
"2962" 3207037 3208452 1416 "-" "SCO2951"
"2963" 3208887 3211121 2235 "-" "SCO2952"
"2964" 3211306 3212094 789 "-" "SCO2953"
"2965" 3212154 3212738 585 "-" "SCO2954"
"2966" 3212863 3213453 591 "-" "SCO2955"
"2967" 3213669 3214232 564 "+" "SCO2956"
"2968" 3214479 3215057 579 "-" "SCO2957"
"2969" 3215125 3216312 1188 "-" "SCO2958"
"2970" 3216421 3217779 1359 "-" "SCO2959"
"2971" 3217912 3218859 948 "-" "SCO2960"
"2972" 3218973 3220178 1206 "-" "SCO2961"
"2973" 3220316 3222520 2205 "-" "SCO2962"
"2974" 3222520 3224004 1485 "-" "SCO2963"
"2975" 3224084 3225055 972 "-" "SCO2964"
"2976" 3225334 3226434 1101 "+" "SCO2965"
"2977" 3227050 3227529 480 "-" "SCO2966"
"2978" 3227576 3228700 1125 "-" "SCO2967"
"2979" 3228832 3229749 918 "-" "SCO2968"
"2980" 3229793 3230482 690 "-" "SCO2969"
"2981" 3230696 3230890 195 "+" "SCO2970"
"2982" 3231048 3231839 792 "-" "SCO2971"
"2983" 3232165 3233271 1107 "-" "SCO2972"
"2984" 3233349 3234602 1254 "-" "SCO2973"
"2985" 3234708 3236339 1632 "-" "SCO2974"
"2986" 3236737 3240774 4038 "+" "SCO2975"
"2987" 3240815 3241444 630 "-" "SCO2976"
"2988" 3241532 3242731 1200 "+" "SCO2977"
"2989" 3242925 3244322 1398 "+" "SCO2978"
"2990" 3244399 3245682 1284 "+" "SCO2979"
"2991" 3245679 3246596 918 "+" "SCO2980"
"2992" 3246749 3249046 2298 "+" "SCO2981"
"2993" 3249066 3251276 2211 "+" "SCO2982"
"2994" 3251284 3253521 2238 "+" "SCO2983"
"2995" 3253518 3254849 1332 "+" "SCO2984"
"2996" 3254989 3256542 1554 "+" "SCO2985"
"2997" 3256564 3256977 414 "-" "SCO2986"
"2998" 3257116 3257622 507 "+" "SCO2987"
"2999" 3257700 3258680 981 "+" "SCO2988"
"3000" 3258693 3259130 438 "-" "SCO2989"
"3001" 3259127 3259738 612 "-" "SCO2990"
"3002" 3259735 3260538 804 "-" "SCO2991"
"3003" 3260554 3261048 495 "-" "SCO2992"
"3004" 3261047 3261601 555 "+" "SCO2993"
"3005" 3262446 3263402 957 "+" "SCO2995"
"3006" 3263440 3264306 867 "+" "SCO2996"
"3007" 3264435 3266675 2241 "+" "SCO2997"
"3008" 3266672 3268393 1722 "+" "SCO2998"
"3009" 3268611 3273572 4962 "-" "SCO2999"
"3010" 3274075 3274746 672 "-" "SCO3000"
"3011" 3274805 3275308 504 "-" "SCO3001"
"3012" 3275287 3275574 288 "-" "SCO3002"
"3013" 3275599 3275946 348 "-" "SCO3003"
"3014" 3276479 3276748 270 "+" "SCO3004"
"3015" 3276877 3279720 2844 "-" "SCO3005"
"3016" 3280002 3280577 576 "+" "SCO3006"
"3017" 3280662 3281837 1176 "+" "SCO3007"
"3018" 3281872 3282630 759 "-" "SCO3008"
"3019" 3282859 3283623 765 "-" "SCO3009"
"3020" 3283865 3284812 948 "-" "SCO3010"
"3021" 3284985 3286832 1848 "-" "SCO3011"
"3022" 3286822 3288888 2067 "-" "SCO3012"
"3023" 3288890 3289579 690 "-" "SCO3013"
"3024" 3289584 3290726 1143 "-" "SCO3014"
"3025" 3290867 3292255 1389 "+" "SCO3015"
"3026" 3292317 3293012 696 "+" "SCO3016"
"3027" 3293063 3294226 1164 "+" "SCO3017"
"3028" 3294226 3295215 990 "+" "SCO3018"
"3029" 3295215 3296525 1311 "+" "SCO3019"
"3030" 3302319 3303326 1008 "-" "SCO3020"
"3031" 3303453 3304409 957 "+" "SCO3021"
"3032" 3304430 3305044 615 "-" "SCO3022"
"3033" 3305155 3306612 1458 "-" "SCO3023"
"3034" 3306886 3307866 981 "-" "SCO3024"
"3035" 3307981 3309132 1152 "-" "SCO3025"
"3036" 3309183 3310310 1128 "-" "SCO3026"
"3037" 3310398 3310568 171 "-" "SCO3027"
"3038" 3310820 3312184 1365 "-" "SCO3028"
"3039" 3312276 3313892 1617 "-" "SCO3029"
"3040" 3314042 3314464 423 "-" "SCO3030"
"3041" 3314858 3315211 354 "+" "SCO3031"
"3042" 3315241 3316761 1521 "-" "SCO3032"
"3043" 3316758 3320564 3807 "-" "SCO3033"
"3044" 3320753 3321016 264 "-" "SCO3034"
"3045" 3321701 3322195 495 "+" "SCO3035"
"3046" 3322266 3323225 960 "+" "SCO3036"
"3047" 3323222 3324553 1332 "+" "SCO3037"
"3048" 3324630 3325610 981 "+" "SCO3038"
"3049" 3325773 3326855 1083 "-" "SCO3039"
"3050" 3326959 3328209 1251 "-" "SCO3040"
"3051" 3328322 3329113 792 "+" "SCO3041"
"3052" 3329406 3330596 1191 "+" "SCO3042"
"3053" 3331178 3332596 1419 "+" "SCO3043"
"3054" 3332956 3334479 1524 "+" "SCO3044"
"3055" 3334869 3336392 1524 "+" "SCO3045"
"3056" 3336677 3338146 1470 "+" "SCO3046"
"3057" 3338276 3339850 1575 "+" "SCO3047"
"3058" 3339882 3341075 1194 "-" "SCO3048"
"3059" 3341259 3341852 594 "+" "SCO3049"
"3060" 3341888 3342928 1041 "-" "SCO3050"
"3061" 3343070 3344227 1158 "-" "SCO3051"
"3062" 3344420 3345763 1344 "+" "SCO3052"
"3063" 3345819 3347939 2121 "-" "SCO3053"
"3064" 3348346 3348852 507 "-" "SCO3054"
"3065" 3348964 3349323 360 "+" "SCO3055"
"3066" 3349353 3349745 393 "+" "SCO3056"
"3067" 3349758 3350888 1131 "-" "SCO3057"
"3068" 3351008 3352210 1203 "-" "SCO3058"
"3069" 3352225 3352767 543 "-" "SCO3059"
"3070" 3352764 3353999 1236 "-" "SCO3060"
"3071" 3354084 3354656 573 "+" "SCO3061"
"3072" 3354681 3355955 1275 "-" "SCO3062"
"3073" 3355990 3356667 678 "-" "SCO3063"
"3074" 3357162 3358658 1497 "+" "SCO3064"
"3075" 3358788 3359225 438 "+" "SCO3065"
"3076" 3359355 3359867 513 "-" "SCO3066"
"3077" 3360064 3360441 378 "-" "SCO3067"
"3078" 3360694 3361608 915 "+" "SCO3068"
"3079" 3361685 3362029 345 "-" "SCO3069"
"3080" 3362037 3363212 1176 "-" "SCO3070"
"3081" 3363269 3364618 1350 "-" "SCO3071"
"3082" 3364615 3365832 1218 "-" "SCO3072"
"3083" 3365829 3367547 1719 "-" "SCO3073"
"3084" 3367747 3368334 588 "-" "SCO3074"
"3085" 3368495 3369364 870 "-" "SCO3075"
"3086" 3369483 3369953 471 "+" "SCO3076"
"3087" 3370359 3371744 1386 "-" "SCO3077"
"3088" 3371912 3372934 1023 "+" "SCO3078"
"3089" 3373160 3374380 1221 "+" "SCO3079"
"3090" 3374675 3375484 810 "+" "SCO3080"
"3091" 3375535 3375828 294 "-" "SCO3081"
"3092" 3375950 3376180 231 "+" "SCO3082"
"3093" 3376252 3377175 924 "-" "SCO3083"
"3094" 3377344 3378513 1170 "-" "SCO3084"
"3095" 3378735 3379088 354 "-" "SCO3085"
"3096" 3379423 3380202 780 "+" "SCO3086"
"3097" 3380229 3380874 646 "-" "SCO3087"
"3098" 3380890 3380976 87 "-" "bldA"
"3099" 3381094 3381339 246 "-" "SCO3088"
"3100" 3381453 3382223 771 "+" "SCO3089"
"3101" 3382330 3384861 2532 "+" "SCO3090"
"3102" 3384933 3386249 1317 "-" "SCO3091"
"3103" 3386513 3387853 1341 "-" "SCO3092"
"3104" 3388379 3389320 942 "-" "SCO3093"
"3105" 3389317 3389877 561 "-" "SCO3094"
"3106" 3389963 3390487 525 "-" "SCO3095"
"3107" 3390541 3391821 1281 "-" "SCO3096"
"3108" 3392083 3392817 735 "-" "SCO3097"
"3109" 3393171 3394196 1026 "-" "SCO3098"
"3110" 3394340 3395641 1302 "-" "SCO3099"
"3111" 3395638 3396615 978 "-" "SCO3100"
"3112" 3396692 3397339 648 "-" "SCO3101"
"3113" 3397490 3398953 1464 "-" "SCO3102"
"3114" 3399019 3399624 606 "-" "SCO3103"
"3115" 3399763 3401802 2040 "-" "SCO3104"
"3116" 3401899 3402504 606 "+" "SCO3105"
"3117" 3402554 3403453 900 "+" "SCO3106"
"3118" 3403521 3404297 777 "-" "SCO3107"
"3119" 3404444 3404641 198 "+" "SCO3108"
"3120" 3404759 3408313 3555 "-" "SCO3109"
"3121" 3408950 3411514 2565 "-" "SCO3110"
"3122" 3411511 3412299 789 "-" "SCO3111"
"3123" 3413804 3414700 897 "-" "SCO3114"
"3124" 3414901 3417570 2670 "-" "SCO3115"
"3125" 3417578 3418585 1008 "-" "SCO3116"
"3126" 3418879 3419409 531 "+" "SCO3117"
"3127" 3419502 3419999 498 "+" "SCO3118"
"3128" 3420021 3421340 1320 "-" "SCO3119"
"3129" 3421849 3422058 210 "-" "SCO3120"
"3130" 3422071 3422199 129 "+" "SCO3121"
"3131" 3422409 3423857 1449 "+" "SCO3122"
"3132" 3423989 3424963 975 "+" "SCO3123"
"3133" 3425176 3425772 597 "+" "SCO3124"
"3134" 3425878 3426480 603 "+" "SCO3125"
"3135" 3426533 3427051 519 "+" "SCO3126"
"3136" 3427132 3429867 2736 "-" "SCO3127"
"3137" 3430174 3431184 1011 "+" "SCO3128"
"3138" 3431181 3431858 678 "+" "SCO3129"
"3139" 3431891 3433066 1176 "+" "SCO3130"
"3140" 3433079 3433456 378 "-" "SCO3131"
"3141" 3433453 3434364 912 "-" "SCO3132"
"3142" 3434529 3435026 498 "+" "SCO3133"
"3143" 3434985 3435941 957 "-" "SCO3134"
"3144" 3436004 3436459 456 "+" "SCO3135"
"3145" 3436463 3437626 1164 "-" "SCO3136"
"3146" 3437662 3438627 966 "-" "SCO3137"
"3147" 3438624 3439685 1062 "-" "SCO3138"
"3148" 3439885 3441573 1689 "+" "SCO3139"
"3149" 3441595 3441891 297 "+" "SCO3140"
"3150" 3442302 3442976 675 "-" "SCO3144"
"3151" 3443196 3444689 1494 "-" "SCO3145"
"3152" 3445110 3446582 1473 "-" "SCO3146"
"3153" 3447175 3448989 1815 "-" "SCO3147"
"3154" 3449047 3449946 900 "-" "SCO3148"
"3155" 3449961 3450821 861 "-" "SCO3149"
"3156" 3450852 3452228 1377 "-" "SCO3150"
"3157" 3452316 3453206 891 "-" "SCO3151"
"3158" 3453247 3453684 438 "-" "SCO3152"
"3159" 3453841 3454701 861 "-" "SCO3153"
"3160" 3454768 3456543 1776 "+" "SCO3154"
"3161" 3456597 3457136 540 "+" "SCO3155"
"3162" 3457367 3458992 1626 "+" "SCO3156"
"3163" 3459077 3460852 1776 "+" "SCO3157"
"3164" 3460797 3461177 381 "-" "SCO3158"
"3165" 3461363 3462424 1062 "+" "SCO3159"
"3166" 3462426 3463187 762 "+" "SCO3160"
"3167" 3463196 3463978 783 "+" "SCO3161"
"3168" 3463996 3465258 1263 "+" "SCO3162"
"3169" 3465317 3465592 276 "-" "SCO3163"
"3170" 3465682 3466527 846 "-" "SCO3164"
"3171" 3466524 3467063 540 "-" "SCO3165"
"3172" 3467222 3469459 2238 "-" "SCO3166"
"3173" 3469606 3470205 600 "-" "SCO3167"
"3174" 3470354 3473869 3516 "+" "SCO3168"
"3175" 3473958 3474185 228 "-" "SCO3169"
"3176" 3474274 3475167 894 "-" "SCO3170"
"3177" 3475164 3476108 945 "-" "SCO3171"
"3178" 3476105 3477664 1560 "-" "SCO3172"
"3179" 3477824 3478471 648 "+" "SCO3173"
"3180" 3478490 3479314 825 "-" "SCO3174"
"3181" 3479362 3479847 486 "+" "SCO3175"
"3182" 3479867 3481618 1752 "-" "SCO3176"
"3183" 3481968 3483236 1269 "-" "SCO3177"
"3184" 3483413 3484063 651 "-" "SCO3178"
"3185" 3484069 3484608 540 "-" "SCO3179"
"3186" 3484605 3485117 513 "-" "SCO3180"
"3187" 3485204 3486478 1275 "-" "SCO3181"
"3188" 3486550 3487461 912 "-" "SCO3182"
"3189" 3487555 3488169 615 "+" "SCO3183"
"3190" 3488258 3491068 2811 "-" "SCO3184"
"3191" 3491383 3492930 1548 "+" "SCO3185"
"3192" 3493179 3494444 1266 "+" "SCO3186"
"3193" 3494512 3494844 333 "+" "SCO3187"
"3194" 3494975 3495817 843 "+" "SCO3188"
